,,,INJURIES_DIRECT,INJURIES_DIRECT,DEATHS_DIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_PROPERTY
,,,count_nonzero,sum,count_nonzero,sum,count_nonzero,sum,count_nonzero,sum
STATE,EVENT_TYPE,YEAR,,,,,,,,
FLORIDA,Thunderstorm Wind,2022,4,6,0,0,0,0,89,619864650.0
FLORIDA,Tornado,1950,0,0,0,0,0,0,6,82500.0
FLORIDA,Tornado,1951,0,0,1,3,0,0,8,1280000.0
FLORIDA,Tornado,1952,4,9,0,0,0,0,7,35280.0
FLORIDA,Tornado,1953,4,36,0,0,0,0,20,855500.0
FLORIDA,Tornado,1954,3,6,1,2,0,0,10,3332500.0
FLORIDA,Tornado,1955,0,0,0,0,0,0,11,2878250.0
FLORIDA,Tornado,1956,2,21,0,0,0,0,8,830000.0
FLORIDA,Tornado,1957,1,1,0,0,0,0,11,3335000.0
FLORIDA,Tornado,1958,8,69,1,1,0,0,23,5268280.0
FLORIDA,Tornado,1959,6,105,1,1,0,0,16,3190000.0
FLORIDA,Tornado,1960,3,9,1,1,0,0,25,46680250.0
FLORIDA,Tornado,1961,6,10,0,0,0,0,23,9066280.0
FLORIDA,Tornado,1962,6,136,2,18,0,0,13,2860530.0
FLORIDA,Tornado,1963,2,4,0,0,0,0,20,1213250.0
FLORIDA,Tornado,1964,12,65,0,0,0,0,21,33465000.0
FLORIDA,Tornado,1965,2,8,0,0,0,0,4,527500.0
FLORIDA,Tornado,1966,5,535,2,11,0,0,27,59690250.0
FLORIDA,Tornado,1967,5,148,2,2,0,0,20,8507750.0
FLORIDA,Tornado,1968,11,56,2,4,0,0,31,6540650.0
FLORIDA,Tornado,1969,6,10,0,0,0,0,32,1350810.0
FLORIDA,Tornado,1970,4,14,0,0,0,0,21,1165810.0
FLORIDA,Tornado,1971,7,125,0,0,0,0,22,2215000.0
FLORIDA,Tornado,1972,22,166,3,8,0,0,61,28545030.0
FLORIDA,Tornado,1973,17,94,1,1,0,0,11,3332530.0
FLORIDA,Tornado,1974,11,71,1,1,0,0,14,1157530.0
FLORIDA,Tornado,1975,13,79,2,2,0,0,20,1393030.0
FLORIDA,Tornado,1976,5,32,1,1,0,0,22,4122780.0
FLORIDA,Tornado,1977,3,18,1,1,0,0,14,610780.0
FLORIDA,Tornado,1978,14,155,1,3,0,0,42,14768250.0
FLORIDA,Tornado,1979,11,69,1,1,0,0,21,1258060.0
FLORIDA,Tornado,1980,8,59,1,1,0,0,25,32140530.0
FLORIDA,Tornado,1981,7,33,0,0,0,0,15,638250.0
FLORIDA,Tornado,1982,11,39,2,2,0,0,20,1732560.0
FLORIDA,Tornado,1983,19,51,2,4,0,0,32,1478620.0
FLORIDA,Tornado,1984,3,4,0,0,0,0,9,605250.0
FLORIDA,Tornado,1985,7,56,1,2,0,0,7,82530.0
FLORIDA,Tornado,1986,8,34,0,0,0,0,22,6091090.0
FLORIDA,Tornado,1987,5,18,1,1,0,0,18,618310.0
FLORIDA,Tornado,1988,4,26,2,5,0,0,19,3937750.0
FLORIDA,Tornado,1989,5,8,1,3,0,0,16,3132870.0
FLORIDA,Tornado,1990,2,10,0,0,0,0,12,40370.0
FLORIDA,Tornado,1991,5,14,0,0,0,0,14,440000.0
FLORIDA,Tornado,1992,6,99,2,4,0,0,12,3580280.0
FLORIDA,Tornado,1993,12,103,3,5,0,0,23,2998250.0
FLORIDA,Tornado,1994,3,43,1,1,0,0,18,6162750.0
FLORIDA,Tornado,1995,9,37,3,3,0,0,24,8265310.0
FLORIDA,Tornado,1996,5,37,3,3,0,0,21,4030500.0
FLORIDA,Tornado,1997,13,79,0,0,0,0,27,34210370.0
FLORIDA,Tornado,1998,18,315,5,42,0,0,31,26595560.0
FLORIDA,Tornado,1999,4,12,0,0,0,0,12,32835000.0
FLORIDA,Tornado,2000,1,1,0,0,0,0,19,9132780.0
FLORIDA,Tornado,2001,5,29,2,2,0,0,23,51980310.0
FLORIDA,Tornado,2002,2,2,0,0,0,0,9,5307750.0
FLORIDA,Tornado,2003,3,45,1,1,0,0,12,1352560.0
FLORIDA,Tornado,2004,5,17,3,6,0,0,21,3063000.0
FLORIDA,Tornado,2005,2,4,0,0,0,0,8,3077750.0
FLORIDA,Tornado,2006,5,24,0,0,0,0,9,852750.0
FLORIDA,Tornado,2007,6,81,2,21,0,0,15,2910310.0
FLORIDA,Tornado,2008,7,13,1,1,1,1,11,635000.0
FLORIDA,Tornado,2009,1,1,0,0,0,0,6,2805000.0
FLORIDA,Tornado,2010,2,2,0,0,0,0,4,50280.0
FLORIDA,Tornado,2011,0,0,0,0,0,0,8,27805030.0
FLORIDA,Tornado,2012,2,3,1,1,0,0,11,3082560.0
FLORIDA,Tornado,2013,3,5,0,0,0,0,9,2853000.0
FLORIDA,Tornado,2014,1,2,0,0,0,0,6,555000.0
FLORIDA,Tornado,2015,1,4,0,0,0,0,5,2780000.0
FLORIDA,Tornado,2016,7,18,1,2,0,0,16,780030.0
FLORIDA,Tornado,2017,1,1,0,0,0,0,10,630250.0
FLORIDA,Tornado,2018,4,5,0,0,0,0,9,832500.0
FLORIDA,Tornado,2019,0,0,0,0,0,0,7,580000.0
FLORIDA,Tornado,2020,4,5,0,0,0,0,18,6907500.0
FLORIDA,Tornado,2021,2,2,0,0,0,0,10,610000.0
FLORIDA,Tornado,2022,4,5,1,2,0,0,14,1310310.0
FLORIDA,Winter Storm,1996,0,0,0,0,0,0,1,2500.0
FLORIDA,Winter Storm,1997,1,1,0,0,0,0,0,0.0
FLORIDA,Winter Storm,2010,0,0,0,0,0,0,0,0.0
FLORIDA,Winter Storm,2014,0,0,0,0,0,0,2,252500.0
FLORIDA,Winter Storm,2018,0,0,0,0,0,0,2,2530.0
FLORIDA,Winter Weather,1996,0,0,0,0,0,0,3,52500.0
FLORIDA,Winter Weather,2006,0,0,0,0,0,0,0,0.0
FLORIDA,Winter Weather,2008,0,0,0,0,0,0,1,25000.0
FLORIDA,Winter Weather,2010,0,0,0,0,0,0,5,350000.0
FLORIDA,Winter Weather,2014,0,0,0,0,0,0,1,2500.0
FLORIDA,Winter Weather,2016,0,0,0,0,0,0,1,250000.0
FLORIDA,Winter Weather,2017,0,0,0,0,0,0,2,5000000.0
FLORIDA,Winter Weather,2018,0,0,0,0,0,0,3,52500.0
GEORGIA,Drought,1996,0,0,0,0,0,0,1,25000.0
GEORGIA,Drought,1997,0,0,0,0,0,0,25,4967500.0
GEORGIA,Drought,1998,0,0,0,0,0,0,0,0.0
GEORGIA,Drought,1999,0,0,0,0,0,0,60,32738560.0
GEORGIA,Drought,2000,0,0,0,0,0,0,138,78550060.0
GEORGIA,Drought,2001,0,0,0,0,0,0,83,13209370.0
GEORGIA,Drought,2002,0,0,0,0,0,0,73,265788030.0
GEORGIA,Drought,2003,0,0,0,0,0,0,26,4890810.0
GEORGIA,Drought,2004,0,0,0,0,0,0,24,4290000.0
GEORGIA,Drought,2006,0,0,0,0,0,0,0,0.0
GEORGIA,Drought,2007,0,0,0,0,0,0,134,58464680.0
GEORGIA,Drought,2008,0,0,0,0,0,0,11,4055000.0
GEORGIA,Drought,2010,0,0,0,0,0,0,11,5202500.0
GEORGIA,Drought,2011,0,0,0,0,0,0,97,10823590.0
GEORGIA,Drought,2012,0,0,0,0,0,0,73,30297150.0
GEORGIA,Drought,2013,0,0,0,0,0,0,18,1705500.0
GEORGIA,Drought,2014,0,0,0,0,0,0,14,885280.0
GEORGIA,Drought,2016,0,0,0,0,0,0,176,21049550.0
GEORGIA,Drought,2017,0,0,0,0,0,0,45,31713310.0
GEORGIA,Drought,2018,0,0,0,0,0,0,18,5645250.0
GEORGIA,Drought,2019,0,0,0,0,0,0,46,47488750.0
GEORGIA,Flash Flood,1996,1,2,0,0,0,0,14,5655500.0
GEORGIA,Flash Flood,1997,0,0,0,0,0,0,10,655000.0
GEORGIA,Flash Flood,1998,0,0,0,0,0,0,18,1437530.0
GEORGIA,Flash Flood,1999,0,0,0,0,0,0,3,277500.0
GEORGIA,Flash Flood,2000,0,0,0,0,0,0,6,3075000.0
GEORGIA,Flash Flood,2001,0,0,1,1,0,0,11,5560250.0
GEORGIA,Flash Flood,2002,0,0,0,0,0,0,2,2750.0
GEORGIA,Flash Flood,2003,2,6,2,2,0,0,52,15269370.0
GEORGIA,Flash Flood,2004,1,2,1,1,0,0,14,3432500.0
GEORGIA,Flash Flood,2005,1,1,1,1,0,0,17,982560.0
GEORGIA,Flash Flood,2006,0,0,0,0,0,0,8,380000.0
GEORGIA,Flash Flood,2007,0,0,0,0,0,0,1,25000.0
GEORGIA,Flash Flood,2008,0,0,1,1,0,0,2,500000.0
GEORGIA,Flash Flood,2009,0,0,3,8,0,0,28,6590280.0
GEORGIA,Flash Flood,2010,0,0,0,0,0,0,7,827500.0
GEORGIA,Flash Flood,2011,0,0,0,0,0,0,4,2777500.0
GEORGIA,Flash Flood,2012,1,1,0,0,0,0,5,5300000.0
GEORGIA,Flash Flood,2013,0,0,0,0,0,0,26,28300250.0
GEORGIA,Flash Flood,2014,0,0,0,0,0,0,9,832500.0
GEORGIA,Flash Flood,2015,0,0,0,0,0,0,11,880250.0
GEORGIA,Flash Flood,2016,0,0,0,0,0,0,5,302750.0
GEORGIA,Flash Flood,2017,0,0,0,0,0,0,10,3152500.0
GEORGIA,Flash Flood,2018,1,2,0,0,0,0,18,12105000.0
GEORGIA,Flash Flood,2019,0,0,0,0,0,0,7,2850030.0
GEORGIA,Flash Flood,2020,1,1,0,0,0,0,56,11558530.0
GEORGIA,Flash Flood,2021,0,0,0,0,0,0,42,10151030.0
GEORGIA,Flash Flood,2022,0,0,0,0,0,0,5,575000.0
GEORGIA,Flood,1996,0,0,0,0,0,0,2,250250.0
GEORGIA,Flood,1997,0,0,0,0,0,0,4,55000.0
GEORGIA,Flood,1998,1,1,1,1,0,0,25,8918500.0
GEORGIA,Flood,1999,0,0,0,0,0,0,2,275000.0
GEORGIA,Flood,2000,0,0,0,0,0,0,5,2532500.0
GEORGIA,Flood,2001,0,0,0,0,0,0,4,28000.0
GEORGIA,Flood,2002,0,0,0,0,0,0,12,5313000.0
GEORGIA,Flood,2003,0,0,0,0,0,0,4,75030.0
GEORGIA,Flood,2004,0,0,0,0,0,0,20,28712530.0
GEORGIA,Flood,2005,0,0,0,0,0,0,20,50690090.0
GEORGIA,Flood,2006,0,0,0,0,0,0,1,2500.0
GEORGIA,Flood,2007,0,0,0,0,0,0,0,0.0
GEORGIA,Flood,2008,0,0,0,0,0,0,0,0.0
GEORGIA,Flood,2009,1,1,2,2,0,0,37,62286340.0
GEORGIA,Flood,2010,0,0,0,0,0,0,0,0.0
GEORGIA,Flood,2011,0,0,0,0,0,0,0,0.0
GEORGIA,Flood,2012,0,0,0,0,0,0,1,2500.0
GEORGIA,Flood,2013,1,1,1,1,0,0,1,30.0
GEORGIA,Flood,2014,0,0,0,0,0,0,1,250000.0
GEORGIA,Flood,2015,0,0,0,0,0,0,2,27500.0
GEORGIA,Flood,2016,0,0,0,0,0,0,8,625250.0
GEORGIA,Flood,2017,0,0,0,0,0,0,1,25000.0
GEORGIA,Flood,2018,0,0,0,0,0,0,2,50000.0
GEORGIA,Flood,2019,0,0,0,0,0,0,1,2500.0
GEORGIA,Flood,2020,0,0,0,0,0,0,22,6642780.0
GEORGIA,Flood,2021,0,0,0,0,0,0,4,50060.0
GEORGIA,Flood,2022,0,0,0,0,0,0,1,2500.0
GEORGIA,Hail,1955,0,0,0,0,0,0,6,577500.0
GEORGIA,Hail,1956,0,0,0,0,0,0,2,27500.0
GEORGIA,Hail,1957,0,0,0,0,0,0,4,325000.0
GEORGIA,Hail,1958,0,0,0,0,0,0,1,2500.0
GEORGIA,Hail,1959,0,0,0,0,0,0,4,55000.0
GEORGIA,Hail,1960,0,0,0,0,0,0,6,55500.0
GEORGIA,Hail,1961,0,0,0,0,0,0,5,3002530.0
GEORGIA,Hail,1962,0,0,0,0,0,0,4,32500.0
GEORGIA,Hail,1963,0,0,0,0,0,0,6,105000.0
GEORGIA,Hail,1964,0,0,0,0,0,0,4,10000.0
GEORGIA,Hail,1965,0,0,0,0,0,0,2,252500.0
GEORGIA,Hail,1966,0,0,0,0,0,0,1,250.0
GEORGIA,Hail,1967,0,0,0,0,0,0,3,255000.0
GEORGIA,Hail,1968,0,0,0,0,0,0,4,5500.0
GEORGIA,Hail,1969,0,0,0,0,0,0,7,82750.0
GEORGIA,Hail,1970,0,0,0,0,0,0,6,2780250.0
GEORGIA,Hail,1971,0,0,0,0,0,0,13,3135030.0
GEORGIA,Hail,1972,0,0,0,0,0,0,7,287500.0
GEORGIA,Hail,1973,0,0,0,0,0,0,7,6025000.0
GEORGIA,Hail,1974,0,0,0,0,0,0,9,3100280.0
GEORGIA,Hail,1975,0,0,0,0,0,0,4,300250.0
GEORGIA,Hail,1976,0,0,0,0,0,0,1,30.0
GEORGIA,Hail,1977,0,0,0,0,0,0,3,7500.0
GEORGIA,Hail,1978,0,0,0,0,0,0,3,277500.0
GEORGIA,Hail,1979,0,0,0,0,0,0,5,2555000.0
GEORGIA,Hail,1980,0,0,0,0,0,0,9,1057500.0
GEORGIA,Hail,1981,0,0,0,0,0,0,8,830000.0
GEORGIA,Hail,1982,0,0,0,0,0,0,22,3393120.0
GEORGIA,Hail,1983,0,0,0,0,0,0,10,3325310.0
GEORGIA,Hail,1984,1,1,0,0,0,0,22,938150.0
GEORGIA,Hail,1985,0,0,0,0,0,0,11,3152750.0
GEORGIA,Hail,1986,0,0,0,0,0,0,12,605120.0
GEORGIA,Hail,1987,0,0,0,0,0,0,8,803000.0
GEORGIA,Hail,1988,0,0,0,0,0,0,22,4412590.0
GEORGIA,Hail,1989,0,0,0,0,0,0,20,680710.0
GEORGIA,Hail,1990,0,0,0,0,0,0,24,998030.0
GEORGIA,Hail,1991,0,0,0,0,0,0,21,3908120.0
GEORGIA,Hail,1992,0,0,0,0,0,0,21,3712810.0
GEORGIA,Hail,1993,0,0,0,0,0,0,54,12560430.0
GEORGIA,Hail,1994,0,0,0,0,0,0,17,6607780.0
GEORGIA,Hail,1995,0,0,0,0,0,0,29,2570000.0
GEORGIA,Hail,1996,0,0,0,0,0,0,35,7577530.0
GEORGIA,Hail,1997,0,0,0,0,0,0,91,89929620.0
GEORGIA,Hail,1998,1,1,0,0,0,0,133,99433800.0
GEORGIA,Hail,1999,0,0,0,0,0,0,111,356349050.0
GEORGIA,Hail,2000,0,0,0,0,0,0,51,36183310.0
GEORGIA,Hail,2001,0,0,0,0,0,0,46,12888030.0
GEORGIA,Hail,2002,0,0,0,0,0,0,74,10971280.0
GEORGIA,Hail,2003,0,0,0,0,0,0,94,13594400.0
GEORGIA,Hail,2004,0,0,0,0,0,0,28,3827500.0
GEORGIA,Hail,2005,0,0,0,0,0,0,117,21856550.0
GEORGIA,Hail,2006,0,0,0,0,0,0,97,23558590.0
GEORGIA,Hail,2007,0,0,0,0,0,0,80,11108710.0
GEORGIA,Hail,2008,0,0,0,0,0,0,103,31956870.0
GEORGIA,Hail,2009,0,0,0,0,0,0,83,60303900.0
GEORGIA,Hail,2010,0,0,0,0,0,0,47,10206280.0
GEORGIA,Hail,2011,0,0,0,0,0,0,100,28981180.0
GEORGIA,Hail,2012,1,15,0,0,0,0,131,20242300.0
GEORGIA,Hail,2013,0,0,0,0,0,0,26,18920000.0
GEORGIA,Hail,2014,0,0,0,0,0,0,19,4705000.0
GEORGIA,Hail,2015,0,0,0,0,0,0,33,31698180.0
GEORGIA,Hail,2016,0,0,0,0,0,0,16,888030.0
GEORGIA,Hail,2017,0,0,0,0,0,0,26,258835250.0
GEORGIA,Hail,2018,0,0,0,0,0,0,19,3438030.0
GEORGIA,Hail,2019,0,0,0,0,0,0,11,25382750.0
GEORGIA,Hail,2020,0,0,0,0,0,0,22,7232500.0
GEORGIA,Hail,2021,0,0,0,0,0,0,30,3468710.0
GEORGIA,Hail,2022,0,0,0,0,0,0,30,5848060.0
GEORGIA,Heavy Snow,1996,0,0,0,0,0,0,20,3938000.0
GEORGIA,Heavy Snow,1997,0,0,0,0,0,0,1,250000.0
GEORGIA,Heavy Snow,1998,0,0,0,0,0,0,0,0.0
GEORGIA,Heavy Snow,1999,0,0,0,0,0,0,1,25000.0
GEORGIA,Heavy Snow,2000,0,0,0,0,0,0,5,102500.0
GEORGIA,Heavy Snow,2001,0,0,0,0,0,0,0,0.0
GEORGIA,Heavy Snow,2002,0,0,0,0,0,0,39,1657900.0
GEORGIA,Heavy Snow,2003,0,0,0,0,0,0,10,830500.0
GEORGIA,Heavy Snow,2004,0,0,0,0,0,0,0,0.0
GEORGIA,Heavy Snow,2007,0,0,0,0,0,0,5,302750.0
GEORGIA,Heavy Snow,2008,0,0,0,0,0,0,3,2527500.0
GEORGIA,Heavy Snow,2009,0,0,0,0,0,0,8,1077500.0
GEORGIA,Heavy Snow,2010,0,0,0,0,1,1,31,37087530.0
GEORGIA,Heavy Snow,2011,0,0,0,0,1,1,12,453000.0
GEORGIA,Heavy Snow,2013,0,0,0,0,0,0,6,125030.0
GEORGIA,Heavy Snow,2014,0,0,0,0,0,0,3,277500.0
GEORGIA,Heavy Snow,2015,0,0,0,0,0,0,1,250000.0
GEORGIA,Heavy Snow,2017,0,0,0,0,0,0,0,0.0
GEORGIA,Heavy Snow,2018,0,0,0,0,0,0,5,280030.0
GEORGIA,Heavy Snow,2021,0,0,0,0,0,0,1,25000.0
GEORGIA,Heavy Snow,2022,0,0,0,0,0,0,1,2500.0
GEORGIA,High Wind,1996,0,0,0,0,0,0,0,0.0
GEORGIA,High Wind,1997,0,0,0,0,0,0,2,275000.0
GEORGIA,High Wind,1998,0,0,0,0,0,0,4,50500.0
GEORGIA,High Wind,1999,0,0,0,0,0,0,1,250000.0
GEORGIA,High Wind,2000,0,0,0,0,0,0,0,0.0
GEORGIA,High Wind,2001,0,0,0,0,0,0,16,4352810.0
GEORGIA,High Wind,2002,0,0,0,0,0,0,13,1038030.0
GEORGIA,High Wind,2003,0,0,0,0,0,0,1,2500.0
GEORGIA,High Wind,2004,2,2,0,0,0,0,38,12915500.0
GEORGIA,High Wind,2005,0,0,0,0,0,0,6,780000.0
GEORGIA,High Wind,2006,1,1,0,0,0,0,1,25000.0
GEORGIA,High Wind,2007,0,0,0,0,0,0,2,27500.0
GEORGIA,High Wind,2008,0,0,0,0,0,0,3,277500.0
GEORGIA,High Wind,2009,3,3,1,1,0,0,6,327750.0
GEORGIA,High Wind,2012,0,0,0,0,0,0,2,2500250.0
GEORGIA,High Wind,2013,0,0,0,0,0,0,0,0.0
GEORGIA,High Wind,2016,0,0,0,0,0,0,2,500000.0
GEORGIA,High Wind,2017,0,0,0,0,0,0,5,552500.0
GEORGIA,High Wind,2022,0,0,0,0,0,0,0,0.0
GEORGIA,Thunderstorm Wind,1955,0,0,0,0,0,0,6,300310.0
GEORGIA,Thunderstorm Wind,1956,0,0,0,0,0,0,19,938500.0
GEORGIA,Thunderstorm Wind,1957,0,0,0,0,0,0,5,527750.0
GEORGIA,Thunderstorm Wind,1958,0,0,0,0,0,0,11,28060250.0
GEORGIA,Thunderstorm Wind,1959,0,0,0,0,0,0,17,7937530.0
GEORGIA,Thunderstorm Wind,1960,0,0,0,0,0,0,7,1277500.0
GEORGIA,Thunderstorm Wind,1961,0,0,0,0,0,0,18,379590.0
GEORGIA,Thunderstorm Wind,1962,0,0,0,0,0,0,24,3295280.0
GEORGIA,Thunderstorm Wind,1963,0,0,0,0,0,0,22,1312750.0
GEORGIA,Thunderstorm Wind,1964,0,0,0,0,0,0,16,1680250.0
GEORGIA,Thunderstorm Wind,1965,0,0,0,0,0,0,10,655000.0
GEORGIA,Thunderstorm Wind,1966,0,0,0,0,0,0,16,1230250.0
GEORGIA,Thunderstorm Wind,1967,0,0,0,0,0,0,4,32500.0
GEORGIA,Thunderstorm Wind,1968,0,0,0,0,0,0,21,941030.0
GEORGIA,Thunderstorm Wind,1969,0,0,0,0,0,0,30,903000.0
GEORGIA,Thunderstorm Wind,1970,0,0,0,0,0,0,13,3385000.0
GEORGIA,Thunderstorm Wind,1971,0,0,0,0,0,0,31,3292530.0
GEORGIA,Thunderstorm Wind,1972,0,0,0,0,0,0,19,713280.0
GEORGIA,Thunderstorm Wind,1973,0,0,0,0,0,0,18,1910030.0
GEORGIA,Thunderstorm Wind,1974,0,0,0,0,0,0,17,3855810.0
GEORGIA,Thunderstorm Wind,1975,0,0,0,0,0,0,29,1745840.0
GEORGIA,Thunderstorm Wind,1976,0,0,0,0,0,0,21,4405810.0
GEORGIA,Thunderstorm Wind,1977,0,0,0,0,0,0,9,1255500.0
GEORGIA,Thunderstorm Wind,1978,0,0,0,0,0,0,22,2993060.0
GEORGIA,Thunderstorm Wind,1979,0,0,0,0,0,0,12,563030.0
GEORGIA,Thunderstorm Wind,1980,0,0,0,0,0,0,37,9146280.0
GEORGIA,Thunderstorm Wind,1981,0,0,0,0,0,0,26,3498060.0
GEORGIA,Thunderstorm Wind,1982,0,0,0,0,0,0,27,1992840.0
GEORGIA,Thunderstorm Wind,1983,2,4,0,0,0,0,41,9330240.0
GEORGIA,Thunderstorm Wind,1984,7,19,1,1,0,0,71,13441960.0
GEORGIA,Thunderstorm Wind,1985,5,7,0,0,0,0,75,5431420.0
GEORGIA,Thunderstorm Wind,1986,4,11,0,0,0,0,70,6131070.0
GEORGIA,Thunderstorm Wind,1987,1,2,0,0,0,0,31,2228060.0
GEORGIA,Thunderstorm Wind,1988,8,12,0,0,0,0,42,30523680.0
GEORGIA,Thunderstorm Wind,1989,9,13,3,3,0,0,148,23407190.0
GEORGIA,Thunderstorm Wind,1990,16,36,4,4,0,0,179,18570910.0
GEORGIA,Thunderstorm Wind,1991,7,16,0,0,0,0,125,10058010.0
GEORGIA,Thunderstorm Wind,1992,3,7,0,0,0,0,77,3520960.0
GEORGIA,Thunderstorm Wind,1993,5,17,1,1,0,0,63,5321300.0
GEORGIA,Thunderstorm Wind,1994,5,12,0,0,0,0,102,67458930.0
GEORGIA,Thunderstorm Wind,1995,9,31,3,10,0,0,137,23938520.0
GEORGIA,Thunderstorm Wind,1996,4,7,0,0,0,0,44,23496280.0
GEORGIA,Thunderstorm Wind,1997,9,18,0,0,0,0,141,100250960.0
GEORGIA,Thunderstorm Wind,1998,10,22,0,0,0,0,90,58879150.0
GEORGIA,Thunderstorm Wind,1999,7,11,0,0,0,0,95,45163900.0
GEORGIA,Thunderstorm Wind,2000,4,4,0,0,0,0,111,36236610.0
GEORGIA,Thunderstorm Wind,2001,4,9,0,0,0,0,66,37633590.0
GEORGIA,Thunderstorm Wind,2002,8,12,1,1,0,0,127,82198400.0
GEORGIA,Thunderstorm Wind,2003,12,21,3,5,0,0,121,70832200.0
GEORGIA,Thunderstorm Wind,2004,6,8,0,0,0,0,91,90921650.0
GEORGIA,Thunderstorm Wind,2005,2,2,1,1,0,0,52,39855120.0
GEORGIA,Thunderstorm Wind,2006,3,3,0,0,0,0,119,53092430.0
GEORGIA,Thunderstorm Wind,2007,6,9,1,1,1,4,181,82011870.0
GEORGIA,Thunderstorm Wind,2008,7,14,1,1,0,0,173,78726240.0
GEORGIA,Thunderstorm Wind,2009,2,2,0,0,0,0,132,17112530.0
GEORGIA,Thunderstorm Wind,2010,3,3,0,0,1,1,107,45151210.0
GEORGIA,Thunderstorm Wind,2011,10,37,5,7,4,4,236,79971640.0
GEORGIA,Thunderstorm Wind,2012,5,7,0,0,0,0,217,130843670.0
GEORGIA,Thunderstorm Wind,2013,4,10,2,2,1,1,113,21355340.0
GEORGIA,Thunderstorm Wind,2014,9,10,0,0,0,0,154,66124400.0
GEORGIA,Thunderstorm Wind,2015,6,10,1,1,0,0,218,46448010.0
GEORGIA,Thunderstorm Wind,2016,5,10,2,2,0,0,170,127738170.0
GEORGIA,Thunderstorm Wind,2017,4,5,2,2,0,0,148,24104150.0
GEORGIA,Thunderstorm Wind,2018,8,12,1,1,0,0,105,56912560.0
GEORGIA,Thunderstorm Wind,2019,4,10,1,1,0,0,137,86496370.0
GEORGIA,Thunderstorm Wind,2020,4,6,0,0,0,0,199,110630550.0
GEORGIA,Thunderstorm Wind,2021,3,3,2,2,0,0,114,51139330.0
GEORGIA,Thunderstorm Wind,2022,4,8,0,0,0,0,129,342261310.0
GEORGIA,Tornado,1950,1,1,0,0,0,0,4,32500.0
GEORGIA,Tornado,1951,0,0,0,0,0,0,3,52500.0
GEORGIA,Tornado,1952,8,34,0,0,0,0,11,5830250.0
GEORGIA,Tornado,1953,10,618,4,22,0,0,9,285750.0
GEORGIA,Tornado,1954,17,217,5,10,0,0,27,9038030.0
GEORGIA,Tornado,1955,3,5,2,4,0,0,12,1130250.0
GEORGIA,Tornado,1956,2,2,0,0,0,0,15,978000.0
GEORGIA,Tornado,1957,8,22,2,3,0,0,11,3105280.0
GEORGIA,Tornado,1958,3,19,0,0,0,0,9,3352500.0
GEORGIA,Tornado,1959,3,9,0,0,0,0,10,7855000.0
GEORGIA,Tornado,1960,0,0,0,0,0,0,7,1005250.0
GEORGIA,Tornado,1961,5,19,1,1,0,0,18,25417810.0
GEORGIA,Tornado,1962,0,0,0,0,0,0,11,785310.0
GEORGIA,Tornado,1963,7,17,1,1,0,0,19,1950780.0
GEORGIA,Tornado,1964,4,22,1,2,0,0,13,365280.0
GEORGIA,Tornado,1965,1,3,0,0,0,0,8,580030.0
GEORGIA,Tornado,1966,7,18,0,0,0,0,15,1362750.0
GEORGIA,Tornado,1967,3,7,0,0,0,0,10,538000.0
GEORGIA,Tornado,1968,1,12,0,0,0,0,4,32500.0
GEORGIA,Tornado,1969,5,39,0,0,0,0,12,615000.0
GEORGIA,Tornado,1970,9,18,1,1,0,0,7,535000.0
GEORGIA,Tornado,1971,17,49,2,2,0,0,22,1685810.0
GEORGIA,Tornado,1972,9,50,1,1,0,0,38,847650.0
GEORGIA,Tornado,1973,7,197,3,3,0,0,8,825280.0
GEORGIA,Tornado,1974,23,180,9,20,0,0,17,1167500.0
GEORGIA,Tornado,1975,13,248,2,5,0,0,4,252560.0
GEORGIA,Tornado,1976,2,3,0,0,0,0,7,355000.0
GEORGIA,Tornado,1977,5,22,1,1,0,0,2,27500.0
GEORGIA,Tornado,1978,3,6,0,0,0,0,8,580030.0
GEORGIA,Tornado,1979,3,12,0,0,0,0,5,52780.0
GEORGIA,Tornado,1980,7,12,0,0,0,0,11,2680250.0
GEORGIA,Tornado,1981,2,6,0,0,0,0,3,275250.0
GEORGIA,Tornado,1982,3,11,0,0,0,0,3,27530.0
GEORGIA,Tornado,1983,7,20,0,0,0,0,8,7802530.0
GEORGIA,Tornado,1984,6,45,0,0,0,0,8,3055250.0
GEORGIA,Tornado,1985,1,16,0,0,0,0,7,602500.0
GEORGIA,Tornado,1986,5,40,0,0,0,0,4,2552500.0
GEORGIA,Tornado,1987,0,0,0,0,0,0,0,0.0
GEORGIA,Tornado,1988,1,3,0,0,0,0,2,25250.0
GEORGIA,Tornado,1989,15,105,3,4,0,0,20,1290900.0
GEORGIA,Tornado,1990,5,22,0,0,0,0,9,1305000.0
GEORGIA,Tornado,1991,6,59,0,0,0,0,2,2530.0
GEORGIA,Tornado,1992,9,153,3,6,0,0,1,2500.0
GEORGIA,Tornado,1993,8,71,3,5,0,0,4,27505000.0
GEORGIA,Tornado,1994,11,31,2,2,0,0,17,5952810.0
GEORGIA,Tornado,1995,5,292,1,4,0,0,6,30310.0
GEORGIA,Tornado,1996,4,24,1,1,0,0,5,552500.0
GEORGIA,Tornado,1997,6,15,1,1,0,0,4,77500.0
GEORGIA,Tornado,1998,21,291,6,19,0,0,15,1135280.0
