,,,INJURIES_DIRECT,INJURIES_DIRECT,DEATHS_DIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_PROPERTY
,,,count_nonzero,sum,count_nonzero,sum,count_nonzero,sum,count_nonzero,sum
STATE,EVENT_TYPE,YEAR,,,,,,,,
TEXAS,Tornado,1999,13,74,5,6,0,0,50,7284060.0
TEXAS,Tornado,2000,7,93,2,4,0,0,42,6778060.0
TEXAS,Tornado,2001,13,49,0,0,0,0,32,2115810.0
TEXAS,Tornado,2002,8,72,2,3,0,0,49,32965530.0
TEXAS,Tornado,2003,9,94,0,0,0,0,34,1700280.0
TEXAS,Tornado,2004,6,15,2,2,0,0,49,512118780.0
TEXAS,Tornado,2005,1,2,0,0,0,0,20,3463250.0
TEXAS,Tornado,2006,9,54,3,4,0,0,18,253437750.0
TEXAS,Tornado,2007,11,35,3,9,0,0,40,11657810.0
TEXAS,Tornado,2008,6,20,0,0,0,0,32,7295090.0
TEXAS,Tornado,2009,5,17,0,0,0,0,33,5335590.0
TEXAS,Tornado,2010,3,8,0,0,0,0,36,1295560.0
TEXAS,Tornado,2011,4,5,0,0,0,0,27,15007500.0
TEXAS,Tornado,2012,10,47,0,0,0,0,27,8545500.0
TEXAS,Tornado,2013,7,67,2,7,0,0,20,31185280.0
TEXAS,Tornado,2014,5,8,0,0,0,0,9,380250.0
TEXAS,Tornado,2015,18,708,6,17,0,0,63,8820930.0
TEXAS,Tornado,2016,3,10,1,1,0,0,15,2930560.0
TEXAS,Tornado,2017,9,70,2,4,0,0,49,132143060.0
TEXAS,Tornado,2018,0,0,0,0,0,0,15,3612530.0
TEXAS,Tornado,2019,7,31,2,2,0,0,34,54078030.0
TEXAS,Tornado,2020,8,46,2,4,0,0,27,6330620.0
TEXAS,Tornado,2021,4,13,1,1,0,0,19,5640560.0
TEXAS,Tornado,2022,12,72,2,2,0,0,32,103795780.0
TEXAS,Winter Storm,1996,0,0,0,0,0,0,16,1180750.0
TEXAS,Winter Storm,1997,0,0,1,3,0,0,11,567500.0
TEXAS,Winter Storm,1998,0,0,0,0,0,0,7,827500.0
TEXAS,Winter Storm,1999,0,0,0,0,0,0,12,635250.0
TEXAS,Winter Storm,2000,0,0,3,4,0,0,68,23238590.0
TEXAS,Winter Storm,2001,0,0,0,0,0,0,33,39497560.0
TEXAS,Winter Storm,2002,0,0,0,0,0,0,31,3843560.0
TEXAS,Winter Storm,2003,1,5,0,0,0,0,16,3183030.0
TEXAS,Winter Storm,2004,0,0,0,0,0,0,10,3580000.0
TEXAS,Winter Storm,2005,0,0,0,0,0,0,11,5852750.0
TEXAS,Winter Storm,2006,0,0,0,0,0,0,2,250250.0
TEXAS,Winter Storm,2007,0,0,0,0,0,0,20,9427780.0
TEXAS,Winter Storm,2008,0,0,0,0,0,0,0,0.0
TEXAS,Winter Storm,2009,0,0,0,0,6,6,26,4425280.0
TEXAS,Winter Storm,2010,0,0,1,1,0,0,3,75000.0
TEXAS,Winter Storm,2011,0,0,0,0,1,2,19,3665280.0
TEXAS,Winter Storm,2012,0,0,0,0,0,0,6,307500.0
TEXAS,Winter Storm,2013,0,0,0,0,4,7,24,53738250.0
TEXAS,Winter Storm,2014,0,0,0,0,0,0,13,3285120.0
TEXAS,Winter Storm,2015,0,0,0,0,2,4,38,3393500.0
TEXAS,Winter Storm,2017,0,0,0,0,0,0,0,0.0
TEXAS,Winter Storm,2018,1,4,0,0,0,0,12,855750.0
TEXAS,Winter Storm,2019,0,0,0,0,1,3,2,25250.0
TEXAS,Winter Storm,2020,0,0,0,0,3,3,12,907500.0
TEXAS,Winter Storm,2021,0,0,3,3,3,3,82,9568400.0
TEXAS,Winter Storm,2022,0,0,0,0,3,3,21,1613120.0
TEXAS,Winter Weather,1996,0,0,0,0,0,0,0,0.0
TEXAS,Winter Weather,1997,0,0,0,0,0,0,22,2028250.0
TEXAS,Winter Weather,2001,0,0,0,0,0,0,0,0.0
TEXAS,Winter Weather,2003,0,0,0,0,0,0,1,250000.0
TEXAS,Winter Weather,2004,0,0,0,0,0,0,42,18473340.0
TEXAS,Winter Weather,2005,4,15,5,5,0,0,6,3007500.0
TEXAS,Winter Weather,2006,0,0,0,0,2,3,20,6655340.0
TEXAS,Winter Weather,2007,3,153,3,3,3,3,41,9500750.0
TEXAS,Winter Weather,2008,3,14,4,5,0,0,42,5271710.0
TEXAS,Winter Weather,2009,1,3,3,3,3,5,51,129146120.0
TEXAS,Winter Weather,2010,0,0,0,0,3,4,27,6160280.0
TEXAS,Winter Weather,2011,0,0,0,0,4,4,19,304132530.0
TEXAS,Winter Weather,2012,0,0,0,0,1,1,32,5610280.0
TEXAS,Winter Weather,2013,3,5,4,4,9,11,76,13358810.0
TEXAS,Winter Weather,2014,0,0,0,0,8,11,62,14968340.0
TEXAS,Winter Weather,2015,0,0,1,2,5,8,70,40366310.0
TEXAS,Winter Weather,2016,0,0,0,0,0,0,1,2500.0
TEXAS,Winter Weather,2017,0,0,0,0,3,3,38,15052780.0
TEXAS,Winter Weather,2018,2,4,0,0,0,0,43,9809060.0
TEXAS,Winter Weather,2019,0,0,1,3,0,0,19,3860810.0
TEXAS,Winter Weather,2020,0,0,1,1,3,4,14,3407750.0
TEXAS,Winter Weather,2021,3,103,1,1,5,12,27,2013530.0
TEXAS,Winter Weather,2022,0,0,0,0,1,1,46,9016930.0
UTAH,Drought,2002,0,0,0,0,0,0,19,1432620.0
UTAH,Drought,2003,0,0,0,0,0,0,23,4730530.0
UTAH,Drought,2004,0,0,0,0,0,0,18,8210250.0
UTAH,Drought,2005,0,0,0,0,0,0,18,3361280.0
UTAH,Drought,2006,0,0,0,0,0,0,17,3455530.0
UTAH,Drought,2007,0,0,0,0,0,0,20,1712750.0
UTAH,Drought,2008,0,0,0,0,0,0,3,250280.0
UTAH,Drought,2009,0,0,0,0,0,0,5,300280.0
UTAH,Drought,2010,0,0,0,0,0,0,11,306060.0
UTAH,Drought,2011,0,0,0,0,0,0,4,75250.0
UTAH,Drought,2012,0,0,0,0,0,0,16,735030.0
UTAH,Drought,2013,0,0,0,0,0,0,13,730000.0
UTAH,Drought,2014,0,0,0,0,0,0,1,25000.0
UTAH,Drought,2015,0,0,0,0,0,0,0,0.0
UTAH,Drought,2018,0,0,0,0,0,0,11,1602500.0
UTAH,Drought,2019,0,0,0,0,0,0,2,5000.0
UTAH,Drought,2020,0,0,0,0,0,0,10,2635000.0
UTAH,Drought,2021,0,0,0,0,0,0,22,3906120.0
UTAH,Drought,2022,0,0,0,0,0,0,5,505250.0
UTAH,Flash Flood,1996,1,2,1,1,0,0,1,250000.0
UTAH,Flash Flood,1997,2,12,1,1,0,0,7,330250.0
UTAH,Flash Flood,1998,0,0,2,3,0,0,4,550000.0
UTAH,Flash Flood,1999,0,0,0,0,0,0,0,0.0
UTAH,Flash Flood,2000,0,0,0,0,0,0,2,27500.0
UTAH,Flash Flood,2001,0,0,1,1,0,0,10,1030530.0
UTAH,Flash Flood,2002,1,1,0,0,0,0,6,575250.0
UTAH,Flash Flood,2003,0,0,0,0,0,0,6,105000.0
UTAH,Flash Flood,2004,0,0,0,0,0,0,4,527500.0
UTAH,Flash Flood,2005,0,0,0,0,0,0,7,355000.0
UTAH,Flash Flood,2006,1,1,1,2,0,0,2,500000.0
UTAH,Flash Flood,2007,0,0,0,0,0,0,6,3075000.0
UTAH,Flash Flood,2008,1,2,1,2,0,0,7,1052500.0
UTAH,Flash Flood,2009,0,0,0,0,0,0,0,0.0
UTAH,Flash Flood,2010,1,3,0,0,0,0,13,3565000.0
UTAH,Flash Flood,2011,1,2,1,1,0,0,9,3305030.0
UTAH,Flash Flood,2012,0,0,1,1,0,0,9,3080250.0
UTAH,Flash Flood,2013,0,0,0,0,0,0,27,11513030.0
UTAH,Flash Flood,2014,1,2,2,2,0,0,16,3730000.0
UTAH,Flash Flood,2015,1,3,2,20,0,0,13,6150030.0
UTAH,Flash Flood,2016,0,0,0,0,0,0,5,52780.0
UTAH,Flash Flood,2017,1,3,0,0,0,0,13,33127530.0
UTAH,Flash Flood,2018,0,0,0,0,0,0,11,1125500.0
UTAH,Flash Flood,2019,0,0,0,0,0,0,3,300000.0
UTAH,Flash Flood,2020,0,0,1,2,0,0,2,252500.0
UTAH,Flash Flood,2021,2,4,1,1,0,0,17,8160500.0
UTAH,Flash Flood,2022,0,0,0,0,0,0,3,252530.0
UTAH,Flood,1996,1,8,0,0,0,0,0,0.0
UTAH,Flood,1997,0,0,0,0,0,0,4,2800000.0
UTAH,Flood,1998,0,0,0,0,0,0,3,52500.0
UTAH,Flood,2000,0,0,0,0,0,0,1,25000.0
UTAH,Flood,2001,0,0,0,0,0,0,0,0.0
UTAH,Flood,2002,0,0,0,0,0,0,2,2525000.0
UTAH,Flood,2005,1,6,1,1,0,0,6,5255030.0
UTAH,Flood,2006,0,0,0,0,0,0,0,0.0
UTAH,Flood,2007,0,0,0,0,0,0,0,0.0
UTAH,Flood,2010,0,0,0,0,0,0,3,52500.0
UTAH,Flood,2011,0,0,0,0,0,0,10,450030.0
UTAH,Flood,2012,0,0,0,0,0,0,0,0.0
UTAH,Flood,2013,0,0,0,0,0,0,0,0.0
UTAH,Flood,2014,0,0,0,0,0,0,0,0.0
UTAH,Flood,2016,0,0,0,0,0,0,1,30.0
UTAH,Flood,2017,0,0,0,0,0,0,4,302500.0
UTAH,Flood,2019,0,0,0,0,0,0,1,25000.0
UTAH,Flood,2021,0,0,0,0,0,0,4,325000.0
UTAH,Hail,1957,0,0,0,0,0,0,0,0.0
UTAH,Hail,1958,0,0,0,0,0,0,6,5030030.0
UTAH,Hail,1959,0,0,0,0,0,0,3,52500.0
UTAH,Hail,1960,0,0,0,0,0,0,2,27500.0
UTAH,Hail,1961,0,0,0,0,0,0,2,27500.0
UTAH,Hail,1962,0,0,0,0,0,0,1,2500.0
UTAH,Hail,1963,0,0,0,0,0,0,6,280060.0
UTAH,Hail,1964,0,0,0,0,0,0,1,25000.0
UTAH,Hail,1965,0,0,0,0,0,0,1,250000.0
UTAH,Hail,1967,0,0,0,0,0,0,1,250.0
UTAH,Hail,1968,0,0,0,0,0,0,0,0.0
UTAH,Hail,1969,0,0,0,0,0,0,1,25000.0
UTAH,Hail,1970,0,0,0,0,0,0,0,0.0
UTAH,Hail,1971,0,0,0,0,0,0,1,25000.0
UTAH,Hail,1973,0,0,0,0,0,0,1,25000.0
UTAH,Hail,1975,0,0,0,0,0,0,1,250000.0
UTAH,Hail,1976,0,0,0,0,0,0,0,0.0
UTAH,Hail,1977,0,0,0,0,0,0,1,30.0
UTAH,Hail,1978,0,0,0,0,0,0,0,0.0
UTAH,Hail,1979,0,0,0,0,0,0,1,250.0
UTAH,Hail,1980,0,0,0,0,0,0,0,0.0
UTAH,Hail,1981,0,0,0,0,0,0,1,2500000.0
UTAH,Hail,1982,0,0,0,0,0,0,0,0.0
UTAH,Hail,1983,0,0,0,0,0,0,13,3312780.0
UTAH,Hail,1984,0,0,0,0,0,0,3,252530.0
UTAH,Hail,1985,0,0,0,0,0,0,4,252780.0
UTAH,Hail,1986,0,0,0,0,0,0,7,625000.0
UTAH,Hail,1987,1,8,0,0,0,0,5,305000.0
UTAH,Hail,1988,0,0,0,0,0,0,0,0.0
UTAH,Hail,1989,0,0,0,0,0,0,0,0.0
UTAH,Hail,1990,0,0,0,0,0,0,4,280000.0
UTAH,Hail,1991,0,0,0,0,0,0,5,552500.0
UTAH,Hail,1992,0,0,0,0,0,0,6,3277500.0
UTAH,Hail,1993,0,0,0,0,0,0,5,3005000.0
UTAH,Hail,1994,0,0,0,0,0,0,0,0.0
UTAH,Hail,1995,0,0,0,0,0,0,0,0.0
UTAH,Hail,1996,0,0,0,0,0,0,3,255000.0
UTAH,Hail,1997,0,0,0,0,0,0,3,27750.0
UTAH,Hail,1998,0,0,0,0,0,0,6,3075000.0
UTAH,Hail,1999,0,0,0,0,0,0,1,250.0
UTAH,Hail,2000,0,0,0,0,0,0,5,550250.0
UTAH,Hail,2001,0,0,0,0,0,0,6,280500.0
UTAH,Hail,2002,0,0,0,0,0,0,5,3027500.0
UTAH,Hail,2003,0,0,0,0,0,0,0,0.0
UTAH,Hail,2004,0,0,0,0,0,0,0,0.0
UTAH,Hail,2005,0,0,0,0,0,0,5,800000.0
UTAH,Hail,2006,0,0,0,0,0,0,7,130000.0
UTAH,Hail,2007,0,0,0,0,0,0,4,30250.0
UTAH,Hail,2008,0,0,0,0,0,0,0,0.0
UTAH,Hail,2009,0,0,0,0,0,0,1,2500.0
UTAH,Hail,2010,0,0,0,0,0,0,4,3025000.0
UTAH,Hail,2011,0,0,0,0,0,0,1,2500.0
UTAH,Hail,2012,0,0,0,0,0,0,0,0.0
UTAH,Hail,2013,0,0,0,0,0,0,3,277500.0
UTAH,Hail,2014,0,0,0,0,0,0,1,25000.0
UTAH,Hail,2015,0,0,0,0,0,0,4,100000.0
UTAH,Hail,2016,0,0,0,0,0,0,4,525250.0
UTAH,Hail,2017,0,0,0,0,0,0,1,25000.0
UTAH,Hail,2018,0,0,0,0,0,0,2,275000.0
UTAH,Hail,2019,0,0,0,0,0,0,1,2500.0
UTAH,Hail,2020,0,0,0,0,0,0,3,2560.0
UTAH,Hail,2021,0,0,0,0,0,0,1,25000.0
UTAH,Hail,2022,0,0,0,0,0,0,0,0.0
UTAH,Heavy Snow,1996,6,58,2,2,0,0,25,11662840.0
UTAH,Heavy Snow,1997,8,83,0,0,0,0,30,3425250.0
UTAH,Heavy Snow,1998,5,49,2,4,0,0,38,2650560.0
UTAH,Heavy Snow,1999,1,2,0,0,0,0,21,6365780.0
UTAH,Heavy Snow,2000,2,11,0,0,0,0,13,3630030.0
UTAH,Heavy Snow,2001,1,10,1,1,0,0,45,255208060.0
UTAH,Heavy Snow,2002,0,0,0,0,0,0,40,2745340.0
UTAH,Heavy Snow,2003,0,0,1,1,0,0,23,1448000.0
UTAH,Heavy Snow,2004,2,11,0,0,0,0,23,8643280.0
UTAH,Heavy Snow,2005,0,0,1,1,0,0,17,4382530.0
UTAH,Heavy Snow,2006,0,0,0,0,0,0,37,16688500.0
UTAH,Heavy Snow,2007,0,0,0,0,0,0,13,1402750.0
UTAH,Heavy Snow,2008,0,0,0,0,0,0,16,3280000.0
UTAH,Heavy Snow,2009,0,0,0,0,0,0,7,400000.0
UTAH,Heavy Snow,2010,0,0,0,0,0,0,1,2500000.0
UTAH,Heavy Snow,2012,0,0,0,0,0,0,0,0.0
UTAH,Heavy Snow,2013,0,0,0,0,0,0,2,25250.0
UTAH,Heavy Snow,2014,0,0,0,0,0,0,2,27500.0
UTAH,Heavy Snow,2015,0,0,0,0,0,0,3,75000.0
UTAH,Heavy Snow,2016,0,0,0,0,0,0,2,500000.0
UTAH,Heavy Snow,2017,0,0,0,0,0,0,2,5000.0
UTAH,Heavy Snow,2018,0,0,0,0,0,0,0,0.0
UTAH,Heavy Snow,2019,0,0,0,0,0,0,30,12760500.0
UTAH,Heavy Snow,2020,0,0,0,0,0,0,6,325060.0
UTAH,Heavy Snow,2021,0,0,0,0,0,0,14,1267500.0
UTAH,Heavy Snow,2022,0,0,0,0,0,0,9,85280.0
UTAH,High Wind,1996,1,6,0,0,0,0,6,330000.0
UTAH,High Wind,1997,3,24,0,0,0,0,3,30000.0
UTAH,High Wind,1998,0,0,0,0,0,0,12,1177500.0
UTAH,High Wind,1999,0,0,0,0,0,0,2,50000.0
UTAH,High Wind,2000,1,1,1,1,0,0,5,57500.0
UTAH,High Wind,2001,0,0,0,0,0,0,6,27552750.0
UTAH,High Wind,2002,1,10,0,0,0,0,17,4407500.0
UTAH,High Wind,2003,0,0,0,0,0,0,3,300000.0
UTAH,High Wind,2004,1,1,0,0,0,0,3,252750.0
UTAH,High Wind,2005,0,0,0,0,0,0,1,30.0
UTAH,High Wind,2006,0,0,0,0,0,0,11,5380030.0
UTAH,High Wind,2007,0,0,0,0,0,0,3,500030.0
UTAH,High Wind,2008,0,0,0,0,0,0,13,3225250.0
UTAH,High Wind,2009,0,0,0,0,0,0,12,607810.0
UTAH,High Wind,2010,1,1,0,0,0,0,10,1102530.0
UTAH,High Wind,2011,2,4,0,0,0,0,23,1965500.0
UTAH,High Wind,2012,0,0,0,0,0,0,21,3425250.0
UTAH,High Wind,2013,1,1,0,0,1,1,6,3050030.0
UTAH,High Wind,2014,1,1,0,0,0,0,11,2705000.0
UTAH,High Wind,2015,1,25,1,1,0,0,4,100000.0
UTAH,High Wind,2016,0,0,1,1,1,1,9,832500.0
UTAH,High Wind,2017,2,11,0,0,0,0,9,3102750.0
UTAH,High Wind,2018,0,0,0,0,0,0,8,827750.0
UTAH,High Wind,2019,0,0,0,0,0,0,8,25782500.0
UTAH,High Wind,2020,2,20,1,1,0,0,9,3102750.0
UTAH,High Wind,2021,0,0,0,0,0,0,7,580000.0
UTAH,High Wind,2022,0,0,0,0,0,0,15,483000.0
UTAH,Thunderstorm Wind,1956,0,0,0,0,0,0,2,275000.0
UTAH,Thunderstorm Wind,1957,0,0,0,0,0,0,1,2500.0
UTAH,Thunderstorm Wind,1958,0,0,0,0,0,0,4,32500.0
UTAH,Thunderstorm Wind,1961,0,0,0,0,0,0,1,25000.0
UTAH,Thunderstorm Wind,1962,0,0,0,0,0,0,1,2500000.0
UTAH,Thunderstorm Wind,1963,0,0,0,0,0,0,2,280.0
UTAH,Thunderstorm Wind,1964,0,0,0,0,0,0,3,277500.0
UTAH,Thunderstorm Wind,1965,0,0,0,0,0,0,3,252530.0
UTAH,Thunderstorm Wind,1966,0,0,0,0,0,0,2,275000.0
UTAH,Thunderstorm Wind,1967,0,0,0,0,0,0,1,2500.0
UTAH,Thunderstorm Wind,1968,0,0,0,0,0,0,3,25280.0
UTAH,Thunderstorm Wind,1969,0,0,0,0,0,0,4,27560.0
UTAH,Thunderstorm Wind,1970,0,0,0,0,0,0,2,2530.0
UTAH,Thunderstorm Wind,1971,0,0,0,0,0,0,0,0.0
UTAH,Thunderstorm Wind,1972,0,0,0,0,0,0,0,0.0
UTAH,Thunderstorm Wind,1973,0,0,0,0,0,0,2,50000.0
UTAH,Thunderstorm Wind,1975,0,0,0,0,0,0,1,25000.0
UTAH,Thunderstorm Wind,1976,0,0,0,0,0,0,4,30250.0
UTAH,Thunderstorm Wind,1977,0,0,0,0,0,0,0,0.0
UTAH,Thunderstorm Wind,1978,0,0,0,0,0,0,2,500000.0
UTAH,Thunderstorm Wind,1979,0,0,0,0,0,0,0,0.0
UTAH,Thunderstorm Wind,1980,0,0,0,0,0,0,4,100000.0
UTAH,Thunderstorm Wind,1981,0,0,0,0,0,0,1,2500.0
UTAH,Thunderstorm Wind,1982,0,0,0,0,0,0,6,305030.0
UTAH,Thunderstorm Wind,1983,0,0,0,0,0,0,12,310590.0
UTAH,Thunderstorm Wind,1984,0,0,0,0,0,0,8,330060.0
UTAH,Thunderstorm Wind,1985,0,0,0,0,0,0,10,25580280.0
UTAH,Thunderstorm Wind,1986,0,0,0,0,0,0,8,3327500.0
UTAH,Thunderstorm Wind,1987,0,0,0,0,0,0,5,350000.0
UTAH,Thunderstorm Wind,1988,1,1,0,0,0,0,14,382870.0
UTAH,Thunderstorm Wind,1989,0,0,0,0,0,0,4,2755000.0
UTAH,Thunderstorm Wind,1990,0,0,0,0,0,0,3,52500.0
UTAH,Thunderstorm Wind,1991,0,0,0,0,0,0,9,605250.0
UTAH,Thunderstorm Wind,1992,0,0,0,0,0,0,8,600060.0
UTAH,Thunderstorm Wind,1993,0,0,0,0,0,0,2,60.0
UTAH,Thunderstorm Wind,1994,1,15,0,0,0,0,7,302810.0
UTAH,Thunderstorm Wind,1995,0,0,0,0,0,0,6,577500.0
UTAH,Thunderstorm Wind,1996,1,1,0,0,0,0,2,27500.0
UTAH,Thunderstorm Wind,1997,2,2,2,2,0,0,1,25000.0
UTAH,Thunderstorm Wind,1998,1,8,0,0,0,0,5,57500.0
UTAH,Thunderstorm Wind,1999,0,0,0,0,0,0,1,2500.0
UTAH,Thunderstorm Wind,2000,0,0,0,0,0,0,1,25000.0
UTAH,Thunderstorm Wind,2001,2,2,2,2,0,0,10,3850000.0
UTAH,Thunderstorm Wind,2002,1,2,1,1,0,0,15,935250.0
UTAH,Thunderstorm Wind,2003,0,0,0,0,0,0,4,2552500.0
UTAH,Thunderstorm Wind,2004,1,2,0,0,0,0,0,0.0
UTAH,Thunderstorm Wind,2005,1,1,0,0,0,0,12,385280.0
UTAH,Thunderstorm Wind,2006,1,2,0,0,0,0,5,2800030.0
UTAH,Thunderstorm Wind,2007,0,0,0,0,0,0,7,575280.0
UTAH,Thunderstorm Wind,2008,0,0,0,0,0,0,5,302530.0
UTAH,Thunderstorm Wind,2009,0,0,0,0,0,0,9,5827500.0
UTAH,Thunderstorm Wind,2010,0,0,0,0,0,0,8,582500.0
UTAH,Thunderstorm Wind,2011,0,0,0,0,0,0,12,930000.0
UTAH,Thunderstorm Wind,2012,0,0,0,0,0,0,5,2552750.0
UTAH,Thunderstorm Wind,2013,0,0,0,0,0,0,11,680000.0
UTAH,Thunderstorm Wind,2014,0,0,0,0,0,0,20,4190000.0
UTAH,Thunderstorm Wind,2015,2,3,1,1,0,0,11,3357500.0
UTAH,Thunderstorm Wind,2016,0,0,0,0,0,0,16,3435250.0
UTAH,Thunderstorm Wind,2017,1,3,0,0,0,0,9,1055030.0
UTAH,Thunderstorm Wind,2018,0,0,0,0,0,0,9,807750.0
UTAH,Thunderstorm Wind,2019,0,0,0,0,0,0,13,905280.0
UTAH,Thunderstorm Wind,2020,0,0,0,0,0,0,22,100830030.0
UTAH,Thunderstorm Wind,2021,1,1,0,0,0,0,16,28230030.0
UTAH,Thunderstorm Wind,2022,0,0,0,0,0,0,17,1590280.0
UTAH,Tornado,1953,0,0,0,0,0,0,2,2525000.0
UTAH,Tornado,1954,0,0,0,0,0,0,1,250000.0
UTAH,Tornado,1955,0,0,0,0,0,0,1,2500.0
UTAH,Tornado,1957,0,0,0,0,0,0,1,25000.0
UTAH,Tornado,1961,0,0,0,0,0,0,1,25000.0
UTAH,Tornado,1962,0,0,0,0,0,0,0,0.0
UTAH,Tornado,1963,0,0,0,0,0,0,1,25000.0
UTAH,Tornado,1964,0,0,0,0,0,0,1,2500.0
UTAH,Tornado,1965,0,0,0,0,0,0,0,0.0
UTAH,Tornado,1966,0,0,0,0,0,0,2,5000.0
UTAH,Tornado,1967,0,0,0,0,0,0,1,250000.0
UTAH,Tornado,1968,1,1,0,0,0,0,3,252750.0
UTAH,Tornado,1969,0,0,0,0,0,0,0,0.0
UTAH,Tornado,1970,1,1,0,0,0,0,1,250000.0
UTAH,Tornado,1971,0,0,0,0,0,0,0,0.0
UTAH,Tornado,1981,0,0,0,0,0,0,1,2500000.0
UTAH,Tornado,1982,0,0,0,0,0,0,2,500000.0
UTAH,Tornado,1984,0,0,0,0,0,0,4,5280.0
UTAH,Tornado,1986,0,0,0,0,0,0,3,30000.0
UTAH,Tornado,1987,0,0,0,0,0,0,0,0.0
UTAH,Tornado,1988,0,0,0,0,0,0,0,0.0
UTAH,Tornado,1989,0,0,0,0,0,0,4,277530.0
UTAH,Tornado,1990,1,1,0,0,0,0,0,0.0
UTAH,Tornado,1991,0,0,0,0,0,0,3,27530.0
UTAH,Tornado,1992,0,0,0,0,0,0,2,252500.0
UTAH,Tornado,1993,0,0,0,0,0,0,1,250.0
UTAH,Tornado,1995,0,0,0,0,0,0,0,0.0
UTAH,Tornado,1996,1,1,0,0,0,0,1,30.0
UTAH,Tornado,1997,0,0,0,0,0,0,1,25000.0
UTAH,Tornado,1998,1,6,0,0,0,0,0,0.0
UTAH,Tornado,1999,2,81,1,1,0,0,1,2500.0
UTAH,Tornado,2000,0,0,0,0,0,0,2,27500.0
UTAH,Tornado,2001,0,0,0,0,0,0,4,32500.0
UTAH,Tornado,2002,0,0,0,0,0,0,3,525000.0
UTAH,Tornado,2003,0,0,0,0,0,0,0,0.0
UTAH,Tornado,2005,0,0,0,0,0,0,0,0.0
UTAH,Tornado,2006,0,0,0,0,0,0,1,2500.0
UTAH,Tornado,2007,0,0,0,0,0,0,0,0.0
UTAH,Tornado,2009,0,0,0,0,0,0,1,250000.0
UTAH,Tornado,2010,0,0,0,0,0,0,1,250000.0
UTAH,Tornado,2011,0,0,0,0,0,0,0,0.0
UTAH,Tornado,2012,0,0,0,0,0,0,0,0.0
UTAH,Tornado,2013,0,0,0,0,0,0,0,0.0
UTAH,Tornado,2015,0,0,0,0,0,0,1,25000.0
UTAH,Tornado,2016,1,5,0,0,0,0,0,0.0
UTAH,Tornado,2017,0,0,0,0,0,0,0,0.0
UTAH,Tornado,2018,0,0,0,0,0,0,1,250000.0
UTAH,Tornado,2021,0,0,0,0,0,0,0,0.0
UTAH,Tornado,2022,0,0,0,0,0,0,0,0.0
UTAH,Winter Storm,1996,2,50,0,0,0,0,7,5550030.0
UTAH,Winter Storm,1997,6,107,4,5,0,0,14,2937500.0
UTAH,Winter Storm,1998,8,87,1,4,0,0,68,8921400.0
UTAH,Winter Storm,1999,5,58,0,0,0,0,8,357500.0
UTAH,Winter Storm,2000,2,3,1,1,0,0,4,27780.0
UTAH,Winter Storm,2001,3,14,2,3,0,0,26,3752750.0
UTAH,Winter Storm,2002,8,88,1,2,0,0,32,4550750.0
UTAH,Winter Storm,2003,0,0,1,2,0,0,30,9356250.0
UTAH,Winter Storm,2004,0,0,0,0,0,0,6,2602500.0
UTAH,Winter Storm,2005,2,8,2,2,0,0,5,55250.0
UTAH,Winter Storm,2006,0,0,1,1,0,0,4,52750.0
UTAH,Winter Storm,2007,0,0,0,0,0,0,7,82530.0
UTAH,Winter Storm,2008,0,0,0,0,1,1,28,8448560.0
UTAH,Winter Storm,2009,0,0,0,0,0,0,16,29107750.0
UTAH,Winter Storm,2010,0,0,0,0,0,0,40,2203090.0
UTAH,Winter Storm,2011,0,0,0,0,0,0,17,3278000.0
UTAH,Winter Storm,2012,0,0,0,0,0,0,25,992900.0
UTAH,Winter Storm,2013,0,0,0,0,1,1,23,1915780.0
UTAH,Winter Storm,2014,1,2,0,0,0,0,13,3380280.0
UTAH,Winter Storm,2015,0,0,0,0,1,1,21,4257530.0
UTAH,Winter Storm,2016,0,0,0,0,0,0,20,8147530.0
UTAH,Winter Storm,2017,0,0,0,0,0,0,21,5958310.0
UTAH,Winter Storm,2018,0,0,0,0,0,0,4,277530.0
UTAH,Winter Storm,2019,0,0,0,0,0,0,7,3055000.0
UTAH,Winter Storm,2020,0,0,0,0,0,0,1,25000.0
UTAH,Winter Storm,2021,0,0,0,0,0,0,1,2500.0
UTAH,Winter Storm,2022,0,0,0,0,0,0,1,25000.0
UTAH,Winter Weather,2003,0,0,0,0,0,0,10,135030.0
UTAH,Winter Weather,2004,0,0,0,0,0,0,10,3307750.0
UTAH,Winter Weather,2005,0,0,0,0,0,0,10,3352530.0
UTAH,Winter Weather,2006,0,0,0,0,0,0,10,3127530.0
UTAH,Winter Weather,2007,0,0,0,0,0,0,10,630250.0
UTAH,Winter Weather,2008,0,0,0,0,0,0,11,407530.0
UTAH,Winter Weather,2009,0,0,0,0,0,0,8,600500.0
UTAH,Winter Weather,2010,0,0,0,0,0,0,11,5652500.0
UTAH,Winter Weather,2011,0,0,0,0,0,0,8,263000.0
UTAH,Winter Weather,2012,0,0,0,0,0,0,8,2605250.0
UTAH,Winter Weather,2013,0,0,0,0,0,0,12,1130030.0
UTAH,Winter Weather,2014,0,0,0,0,1,1,6,125250.0
UTAH,Winter Weather,2015,0,0,0,0,0,0,5,327500.0
UTAH,Winter Weather,2016,0,0,0,0,1,1,4,255030.0
UTAH,Winter Weather,2017,0,0,0,0,0,0,7,602500.0
